EID,InvestorEID,SameProvince,Sharehold,InvestRegYear,InvestCloseYear
"1402407679","140760006","1","0.26","1993",""
"940567271","251633877","1","0.05","2013",""
"1057137047","1018547817","1","0.54","1995",""
"114289032","191305764","1","0.5","1985",""
"495869510","557020661","1","0.51","2011",""
"635976514","2126750698","1","0.05","2011",""
"1008401929","510043795","1","0.1","1998",""
"1089125333","1831343375","1","0.05","2015",""
"787332251","518694547","1","0.99","2014",""
"42199397","189143173","1","1","2013",""
"287154755","2099994508","1","0.9","2002",""
"1129899899","1703941752","1","0.8","2001",""
"1395064100","2096412839","1","0.163","2004",""
"1378553064","1631119588","1","0.9","2012",""
"645386159","917068502","1","0.2","2005",""
"109222556","154557142","1","0.5","2015",""
"428991165","1848812161","1","0.5","2014",""
"898194262","1704775440","1","1","2014",""
"477715488","284706746","1","0.45","2012",""
"428825232","927125264","1","0.15","2012",""
"99874148","1665043149","1","1","1988",""
"1046473843","1261758622","1","1","2015",""
"1046473843","1261758622","1","1","2015",""
"1278058659","1821192405","1","0.854","2005",""
"675223491","499247262","1","1","1995",""
"842161500","1700450091","1","0.998","2013",""
"1449436493","1696124715","1","0.6","2000",""
"649015509","649015509","1","1","1988",""
"87805448","105340217","1","1","2010",""
"1287865189","1287865189","1","1","1989",""
"523191141","523191141","1","1","1992",""
"1398555920","1048624283","1","0.51","2008",""
"636566342","131369580","1","1","2006",""
"888149457","888149457","1","1","1989",""
"1384502942","1323844453","1","1","2012",""
"1122307838","276240323","1","0.75","2011",""
"672475598","1834168630","1","1","2009",""
"1137223259","872176856","1","1","2008",""
"1045413166","1688153542","1","0.6","2014",""
"1434624442","1684400488","1","1","2014",""
"512288249","1072490756","1","1","2010",""
"926319072","1281377424","1","0.25","2012",""
"1274889360","1274889360","1","1","1996",""
"1421755043","484108648","1","0.26","2007",""
"671368917","671368917","1","1","1984",""
"834267399","1449096297","1","0.3","2010",""
"117821429","117821429","1","1","1997",""
"1001949874","1824111569","1","0.1","1995",""
"392739168","127044406","1","1","2011",""
"634710346","634710346","1","1","1991",""
"1445343313","1445343313","1","1","1992",""
"617974477","2030001597","1","1","2011",""
"1259279957","488433954","1","0.06","2006",""
"636042054","1319519306","1","0.367","2015",""
"885978663","894714954","1","0.5","2004",""
"900446507","641121206","1","1","2011",""
"545373533","233588604","1","0.6","2001",""
"1418955285","504483662","1","1","2015",""
"1037512187","1848812196","1","0.9","2009",""
"1306207158","523840570","1","1","2007",""
"535316410","242239682","1","0.2","2013",""
"1137419872","219986932","1","1","2009",""
"1170980996","1666425309","1","0.01","2011",""
"218467021","866421523","1","1","1989",""
"531050951","278426861","1","0.5","1999",""
"765346241","927673666","1","1","2014",""
"927686276","659930100","1","0.9","2014",""
"261768037","1463579982","1","1","2012",""
"400739945","2068875954","1","0.06","1999",""
"162368922","877234866","1","0.55","2015",""
"1205952624","1058132767","1","1","2005",""
"362192786","2099123735","1","0.5","2014",""
"618831988","466705694","1","1","1991",""
"640307616","295805666","1","0.75","2008",""
"916967211","916967211","1","1","1980",""
"973995916","1286250903","1","0","1992",""
"884890291","1691698118","1","0.3","2012",""
"964535167","104666674","1","1","1992",""
"660007665","1013502724","1","1","1994",""
"1001209719","914804523","1","1","2013",""
"800999844","1046592570","1","0.95","2006",""
"166670351","846880057","1","1","2014",""
"277473926","285564618","1","0.001","2015",""
"349891663","1428173110","1","0.2","1987",""
"520594410","1428173110","1","0.8","1987",""
"613047644","486247020","1","1","2008",""
"1271552656","1442816808","1","1","2001",""
"576520340","1284088417","1","0.587","2013",""
"902585178","902585178","1","1","1989",""
"1333121013","1333121013","1","0.335","1990",""
"1324507020","1884165784","1","0.01","2015",""
"393394378","1328795637","1","0.75","1999",""
"925511110","925511110","1","1","1991",""
"1081803255","1470067914","1","1","2007",""
"449039755","1296385071","1","0.9","2014",""
"546767351","1856807491","1","0.315","2001",""
"517754513","1274603810","1","0.2","1999",""
"672278980","638410213","1","0.242","1994",""
"1047729687","1446880492","1","0.512","2001",""
"406532107","1861055663","1","0.999","2010",""
"237937997","237937997","1","1","1985",""
"429862043","1276194079","1","1","2014",""
"678711713","859856220","1","1","2003",""
"363796123","84368732","1","0.9","2005",""
"286958595","1480881424","1","1","2009",""
"429733360","1436823730","1","1","2014",""
"116206879","116206879","1","1","1998",""
"880880927","880880927","1","1","1994",""
"1457771233","1457771233","1","1","1990",""
"421301875","1684376075","1","1","2007",""
"533442927","654848407","1","0.9","2001",""
"1138527057","1430335895","1","0.02","1999",""
"1305697994","1395762738","1","0.167","2012",""
"166670351","1436251637","1","1","2014",""
"707014764","481844246","1","0.49","2013",""
"1006681960","530304520","1","0.8","2006",""
"917534680","1441226636","1","0.99","2005",""
"286160414","690362501","1","1","2015",""
"1384502942","1195775772","1","1","2013",""
"1419580697","1145039076","1","1","2006",""
"542352620","1568551055","1","1","2010",""
"643479754","1969672894","1","0.05","1997",""
"27739993","27739993","1","1","1989",""
"305516331","417971188","1","0.9","2014",""
"700826627","1902468479","0","1","1992",""
"537509065","1966753722","1","1","2013",""
"738004756","1972093","1","0.667","2005",""
"47340989","334978334","1","0.045","1992",""
"1459177305","1525290519","1","0.5","1996",""
"940763563","1976161055","1","1","2015",""
"649873241","710827294","1","0.25","2014",""
"1232028614","1563469168","1","0.5","2002",""
"1317917471","1553412309","1","0.5","2008",""
"284718738","1595307315","1","0.145","2005",""
"75395479","1595307315","1","0.033","2005",""
"865783925","1946562773","1","1","2011",""
"793820218","793820218","1","1","1982",""
"1243405971","1924928977","1","0.94","2007",""
"14948388","1184128714","1","1","1996",""
"21758624","1549843611","1","1","2003",""
"241578823","4707173","1","0.5","2014",""
"654829243","1142953425","1","1","1993",""
"48687663","48687663","1","1","1993",""
"1150275274","1150275274","1","1","1988",""
"786646063","1591661413","1","0.9","2014",""
"826658708","1998591640","1","0.029","2014",""
"17849692","1998591640","1","0.773","2014",""
"444893971","433264280","1","0.1","1996",""
"1418955285","772300191","1","1","2015",""
"812749381","1587335738","1","0.01","2015",""
"1337363936","1938632134","1","0.365","1991",""
"924230527","1538266779","1","0.3","2014",""
"1188571594","757161445","1","0.1","2014",""
"1298608271","23378149","1","0.51","2015",""
"384231816","744828288","1","1","2015",""
"242037577","775112572","1","0.1","2010",""
"268888770","775112572","1","0.9","2010",""
"1395064294","1542591856","1","0.026","2007",""
"394312560","1565893513","1","0.99","2012",""
"537443529","382718918","1","1","2011",""
"623271820","14077545","1","0.9","2009",""
"966751438","1927168772","1","1","2013",""
"181194115","1539672587","1","1","2014",""
"214260469","796060401","1","0.5","2004",""
"1395064294","390613186","1","0.02","2011",""
"937186199","1544754447","1","0.98","2010",""
"228201791","392584214","1","0.35","2015",""
"800606629","9032743","1","0.49","2010",""
"1293657483","43033578","1","0.747","2006",""
"156248524","43033578","1","0.17","2006",""
"747462015","747462015","1","1","1990",""
"574303972","1554454300","1","0.75","1999",""
"798246745","798246745","1","1","1995",""
"128293532","777299242","1","1","2015",""
"1402014471","1603332488","1","0.1","2015",""
"1337363936","1908522069","1","1","2013",""
"564016625","342438128","1","0.4","2015",""
"242239391","1204450638","1","1","2001",""
"207933288","800409503","1","0.01","2014",""
"780157894","1572977722","1","0.9","2015",""
"1045413167","1974509975","1","0.65","2015",""
"450667207","450667207","1","1","1994",""
"1324429719","794331853","1","0.5","2011",""
"948538716","769405238","1","0","1995",""
"198836367","1966205487","1","0.18","1986",""
"1046669642","1589027624","1","1","1996",""
"93019519","735242301","1","0.3","1998",""
"1384371875","372523877","1","0.4","2007",""
"1304601217","1969124457","1","1","1999",""
"793962230","752698512","1","0.1","1999",""
"227463008","1565083446","1","0.475","2014",""
"1015747760","1158068426","1","0","2008",""
"817788106","817788106","1","1","1994",""
"1000531713","1928063333","1","1","2012",""
"103045485","1928063333","1","0","2012",""
"996341378","29431545","1","0.57","2009",""
"147248070","363796123","1","0.5","2012",""
"997511452","1968022016","1","1","2001",""
"1000246295","760861339","1","0.5","2014",""
"1177199198","1177199198","1","1","1992",""
"34817071","34817071","1","1","1996",""
"1210669817","1210669817","1","1","1998",""
"30760448","30760448","1","1","1992",""
"997457869","1509973437","1","1","2002",""
"1172266429","1166385731","1","0.51","2013",""
"1461315976","1921985920","1","0.1","2014",""
"484549085","367364945","1","0.51","2015",""
"166670351","12052907","1","1","2014",""
"1449668848","739567809","1","0.75","1989",""
"311397759","1523026672","1","1","2013",""
"466705624","728754369","1","1","2013",""
"813295349","800409697","1","0.184","2013",""
"1155905439","800409697","1","0.2","2013",""
"466902145","1155905439","1","0.003","2015",""
"27009875","1966205584","1","0.6","2014",""
"1176096361","1176096361","1","1","1985",""
"1314372693","1501322359","1","0.2","2015",""
"1438282857","1940013828","1","0.2","2015",""
"1459814868","1164146262","1","0.9","2002",""
"897772176","1292120207","1","0.9","2014",""
"127161224","1300275841","1","1","1994",""
"161158940","161158940","1","1","2007",""
"381174928","2069013802","1","0.75","2004",""
"1451497942","969056897","1","0.11","2012",""
"1304601217","651713919","1","1","2001",""
"140815468","114289032","1","0.44","1994",""
"536722517","554309404","1","1","2001",""
"673471322","1401433410","1","0.005","2002",""
"1197067978","150191092","1","1","1989",""
"1057364064","1724169204","1","1","1986",""
"1087189302","1696810938","1","0.25","2014",""
"14948388","2117474173","1","1","2004",""
"1272763167","1272763167","1","1","1988",""
"426085201","1713355861","1","1","2011",""
"514451298","662032144","1","0.8","1995",""
"1369124809","1302177163","1","0.462","2010",""
"1114470201","1303010921","1","0.111","2000",""
"106980130","536930766","1","0.974","1986",""
"896043725","208201886","1","0.38","2015",""
"929181412","1691079525","1","0.7","2014",""
"1060706101","1801721297","1","0.045","2012",""
"1081218914","2072767023","1","1","2014",""
"1456120347","1417978465","1","1","2009",""
"1034312538","1034312538","1","1","1989",""
"877019908","910539632","1","0.2","2013",""
"1352740137","1361450648","1","0.05","2015",""
"81617629","909783148","1","0.01","2011",""
"83158847","2119559525","1","0.4","2012",""
"1326043803","1326043803","1","0.2","1994",""
"1397108069","1397108069","1","1","1992",""
"498537414","1354962654","1","0.3","2009",""
"609246556","609246556","1","1","1999",""
"915514701","915514701","1","1","1992",""
"133646204","133646204","1","1","1984",""
"1013364868","1013364868","1","1","1977",""
"1219009181","1024827834","1","0.5","1998",""
"1061677518","530442896","1","1","2002",""
"695402353","2123128619","1","0.34","1986",""
"584414018","1812534543","1","0.7","2013",""
"1036474733","1036474733","1","1","1987",""
"342080570","1329612994","1","1","2010",""
"41609506","1789501556","1","0.49","2000",""
"291271987","1011201854","1","0.4","2009",""
"1455262483","1455262483","1","1","2002",""
"124447112","124447112","1","1","1989",""
"86423358","1690531150","1","0.9","2010",""
"334978334","664743137","1","1","2003",""
"1385579757","1290165892","1","0.45","2003",""
"566958176","2039623920","1","0.1","2006",""
"1060509489","883312570","1","0.9","1992",""
"482190731","482190731","1","1","1993",""
"493730874","493730874","1","1","1992",""
"208100665","208100665","0","1","1991",""
"156248524","2070628255","1","0.111","2003",""
"833841072","138257095","1","1","1988",""
"1289271595","649604348","1","0.232","2006",""
"1006747506","116553108","1","0.95","2008",""
"829344959","2093815747","1","0.9","2007",""
"532397141","107825152","1","1","2008",""
"532397141","107825152","1","1","2008",""
"1453099628","1453099628","1","1","1995",""
"1049892604","1049892604","1","1","1999",""
"618731260","2059814710","1","1","2013",""
"1278058659","1285840384","1","0.155","1993",""
"1278516837","1293734555","1","0.98","2013",""
"235152310","662580581","1","0.004","2003",""
"1280620447","511109477","1","0.95","2006",""
"781666735","1716560478","1","0.99","2007",""
"111393718","111393718","1","0.693","1990",""
"303729798","109987611","1","0.7","2000",""
"836108237","130935114","1","0.62","2010",""
"495403839","1432229558","1","0.4","2007",""
"731816542","1267055639","1","1","2005",""
"448908683","1692616572","1","0.2","2014",""
"1427404663","111394044","1","1","1999",""
"977707614","927186172","1","0.9","2006",""
"1024084682","303353449","1","0","1993",""
